,owner,country_of_origin,farm_name,lot_number,mill,ico_number,company,altitude,region,producer,number_of_bags,bag_weight,harvest_year,grading_date,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,total_cup_points,moisture,category_one_defects,quakers,color,category_two_defects,expiration,certification_body,certification_address,certification_contact
1394,Baguma Moris,Uganda,MASEREKA,8009,kyagalanyi Hulling facility,35/11,kyagalanyi ltd,1806,RWENZORI,KYAGALANYI COFFEE LIMITED,320,60 kg,2022 / 2023,"March 14th, 2023",SL14,Washed / Wet,7.58,7.42,7.33,7.33,7.5,7.33,10.0,10.0,10.0,81.83,11.50%,0 full defects,0,Green,3 full defects,"March 13th, 2024'",Uganda Coffee Development Authority',"Coffee House, Plot 35, Jinja Road, P.O. Box 7267, Kampala, Uganda'",Brenda Kamara Kemigisha Mangeni - 256773040119'
1395,Coffee Quality Union,Brazil,Sitio Colinas,CQU2023007,COCARIVE,,Coffee Quality Union,1000,Mantiquira de minas,Luis Flavio Pereira de Castro,14,5 kg,2022,"April 7th, 2023",Yellow Catuai,Pulped natural / honey,7.5,7.5,7.42,7.33,7.33,7.33,10.0,10.0,10.0,81.83,11.30%,0 full defects,0,Pale Yellow,2 full defects,"April 6th, 2024'",Japan Coffee Exchange',"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN'",松澤\u3000宏樹\u3000Koju Matsuzawa - +81(0)9085642901'
1396,MR.BROWN CAFE,Colombia,More than one,1,Trilladora CCA Buga,,Mr.Brown Cafe,1574,Santander,More than one,275,70 kg,2021,"December 30th, 2022",Santander,Washed / Wet,7.33,7.5,7.33,7.42,7.42,7.42,10.0,10.0,10.0,81.75,11.20%,0 full defects,0,yellow-green,0 full defects,"December 30th, 2023'",Taiwan Coffee Laboratory 台灣咖啡研究室',"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan'","Lin, Jen-An Neil 林仁安 - 886-289116612'"
1397,Coffee Quality Union,Ethiopia,Halo Bariti Cooprative,CQU2023006,Halo Bariti Cooprative,,Coffee Quality Union,1900-2100,"Gedeb,Yirgacheffe,Sidamo",Halo Bariti Cooprative,8,5 kg,2022,"April 7th, 2023","Wolishalo,Kurume,Dega",Washed / Wet,8.17,8.08,7.92,8.17,7.75,7.92,10.0,10.0,10.0,86.08,11.30%,0 full defects,2,Green,2 full defects,"April 6th, 2024'",Japan Coffee Exchange',"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN'",松澤\u3000宏樹\u3000Koju Matsuzawa - +81(0)9085642901'
1398,MR.BROWN CAFE,Brazil,Fazenda Olhos Dagua,1,Owned by producer,,Mr.Brown Cafe,900-1000,Sul de Minas,Paulo Enidio Crabi,325,59 kg,2021,"December 30th, 2022",Catucai,Natural / Dry,7.42,7.5,7.58,7.33,7.33,7.25,10.0,10.0,10.0,81.75,11.10%,0 full defects,0,yellow-green,0 full defects,"December 30th, 2023'",Taiwan Coffee Laboratory 台灣咖啡研究室',"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan'","Lin, Jen-An Neil 林仁安 - 886-289116612'"
1399,Alvin La Vaughn Landry,Mexico,Finca San José,2,"Coatepec, Veracruz",3093,La Villa Coffee Company LLC,1200,"Coatepec, Veracruz",José Gerardo Gutierrez Morales,32,69 kg,2021 / 2022,"August 11th, 2022",Typica,Washed / Wet,7.58,7.42,7.25,7.25,7.5,7.33,10.0,10.0,10.0,81.67,11.80%,2 full defects,0,Green,2 full defects,"August 11th, 2023'",Centro Agroecológico del Café A.C.',"Instituto de Ecología A. C., Campus III Edificio A Planta Baja Carretera Antigua a Coatepec No. 351 Col. El Haya C.P. 91070 Xalapa, Veracruz, México.'",Stephany Escamilla Femat - Tel. +52 228 8421800 Ext. 3092'
1400,Taiwu,Taiwan,橫鹿,A46-Northern Taiwan Specialty Coffee Evaluation,橫鹿,,Taiwu Coffee Cooperative,300,新北市,呂星輝,1,100 kg,2021 / 2022,"January 6th, 2023",Typica,Pulped natural / honey,7.42,7.5,7.33,7.33,7.33,7.33,10.0,10.0,10.0,81.58,9%,0 full defects,0,Yellow-green,0 full defects,"January 6th, 2024'",Taiwan Coffee Laboratory 台灣咖啡研究室',"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan'","Lin, Jen-An Neil 林仁安 - 886-289116612'"
1401,Ruddy Azofeifa,Costa Rica,HACIENDA SAN IGNACIO,OIC 5-019-0037/ Contenedor: DRYU3106597 / Cliente: O COFFEE,Beneficio La Giorgia,,Grupo ECOM,1200,occidente,FJO ORLICH HNO LTDA,100,69 kg,2022 / 2023,"March 29th, 2023",Caturra,Washed / Wet,7.33,7.42,7.25,7.42,7.42,7.33,10.0,10.0,10.0,81.58,9.70%,0 full defects,2,Green,4 full defects,"March 28th, 2024'",Specialty Coffee Association of Costa Rica',"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21'",Noelia Villalobos - (506) 2220 0685'
1402,Taiwu,Taiwan,大屯29莊園,A38-Northern Taiwan Specialty Coffee Evaluation,大屯29莊園,,Taiwu Coffee Cooperative,435,臺北市,侯奕瑋,1,8 kg,2021 / 2022,"January 6th, 2023",unknown,Pulped natural / honey,7.33,7.5,7.42,7.33,7.33,7.25,10.0,10.0,10.0,81.5,8.50%,0 full defects,0,Green,0 full defects,"January 6th, 2024'",Taiwan Coffee Laboratory 台灣咖啡研究室',"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan'","Lin, Jen-An Neil 林仁安 - 886-289116612'"
1403,Doi Tung Development Project,Thailand,Doi Tung Development Project,JAVA 21/22 (Coffea Arabica),Dry Mill,,Doi Tung Development Project,1300-1500,North of Thailand,Doi Tung Development Project,2,1 kg,2022,"July 14th, 2022",Java,Washed / Wet,7.33,7.42,7.25,7.33,7.5,7.42,10.0,10.0,10.0,81.42,11.60%,2 full defects,0,Green,1 full defects,"July 14th, 2023'",FABB Academy of Coffee',"FABB ACADEMY OF COFFEE 259/313 SUKHUMVIT 71 RD., SOI PRIDI BANOMYONG 15, VHADANA BKK, 10110 THAILAND'",Janejira Kamonsawedkun - +(66) 095 095 9593'
1404,Full Sweet Coffee,Thailand,Doi Lan,"The 2022 Pacific Rim Coffee Summit,TH07",Miramar Coffee,,Taiwan Coffee Laboratory,1400,Chiang Rai,Prakol Saelee,5,15 kg,2021,"November 15th, 2022",Typica Bourbon Caturra Catimor,Natural / Dry,7.42,7.25,7.33,7.42,7.33,7.33,10.0,10.0,10.0,81.33,10.50%,0 full defects,0,yellowish,5 full defects,"November 15th, 2023'",Taiwan Coffee Laboratory 台灣咖啡研究室',"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan'","Lin, Jen-An Neil 林仁安 - 886-289116612'"
1405,Doi Tung Development Project,Thailand,Doi Tung Development Project,MIXED 21/22 (Coffea Arabica),Dry Mill,,Doi Tung Development Project,600-800,North of Thailand,Doi Tung Development Project,2,1 kg,2022,"July 14th, 2022",Catimor,Washed / Wet,7.25,7.25,7.42,7.25,7.42,7.42,10.0,10.0,10.0,81.17,10.40%,0 full defects,0,Green,0 full defects,"July 14th, 2023'",FABB Academy of Coffee',"FABB ACADEMY OF COFFEE 259/313 SUKHUMVIT 71 RD., SOI PRIDI BANOMYONG 15, VHADANA BKK, 10110 THAILAND'",Janejira Kamonsawedkun - +(66) 095 095 9593'
1406,Coffee Quality Union,Colombia,Escalera,CQU2022019,Escalera,,Coffee Quality Union,1300-1800,Cauca,Escalera,1,30 kg,2021 / 2022,"December 22nd, 2022","Caturra,Colombia,Castillo",Washed / Wet,7.42,7.25,7.25,7.42,7.17,7.33,10.0,10.0,10.0,81.17,11.40%,0 full defects,2,Greenish,2 full defects,"December 22nd, 2023'",Japan Coffee Exchange',"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN'",松澤\u3000宏樹\u3000Koju Matsuzawa - +81(0)9085642901'
1407,Ikuto Uehara,Brazil,Various farm,38,Dry Mill of Cocapil,002/1738/0038,Marubeni Corporation,1200,Alta Mogiana-Ibiraci,Cocapil,440,60 kg,2022 / 2023,"April 17th, 2023",,Natural / Dry,7.42,7.42,7.25,7.25,7.17,7.25,10.0,10.0,10.0,81.0,10.60%,0 full defects,2,greenish,1 full defects,"April 16th, 2024'",Japan Coffee Exchange',"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN'",松澤\u3000宏樹\u3000Koju Matsuzawa - +81(0)9085642901'
1408,王瀅惠,Taiwan,櫻桃果古坑咖啡莊園,202112,yes,non,宸嶧國際有限公司,1200,"Gukeng Township, Yunlin County",王瀅惠,8,1 kg,2021 / 2022,"October 24th, 2022",Gesha,Natural / Dry,8.08,8.17,7.75,7.92,7.83,8.0,10.0,10.0,10.0,85.92,11%,0 full defects,0,brownish,1 full defects,"October 24th, 2023'",Blossom Valley International宸嶧國際',No.72 Mo-Fan St. Taiwan Zip: 403',Damon Chen陳嘉峻 - +886423022323'
1409,Roselia Yglesias,El Salvador,"Rosario de Maria II, Area de Loma Alta",0623C01,"Optimum Coffee, San Salvador, El Salvador",,Aprentium Enterprises LLC,1400,"Volcan Chinchontepek, San Vicente, El Salvador",Roselia Yglesias,1,2 kg,2023,"March 8th, 2023",Bourbon,Natural / Dry,7.42,7.33,7.33,7.5,7.08,7.0,10.0,10.0,10.0,80.83,10.50%,0 full defects,8,Bluish-Green,7 full defects,"March 7th, 2024'",Salvadoran Coffee Council',"Final 1a. Av. Norte y 13 Calle Pte., dentro de las instalaciones del MAG'",Tomas Bonilla - (503) 2505-6600'
1410,丸山花織,Nicaragua,EXPORTADORA ATLANTIC S.A,017/053/0603,Lavado,,ISHIMITSU,1100,,Varios Productores,275,69 kg,2021,"July 11th, 2022",Caturra,Washed / Wet,7.25,7.25,7.17,7.33,7.08,7.25,10.0,10.0,10.0,80.5,11.50%,0 full defects,1,greenish,3 full defects,"July 11th, 2023'",Japan Coffee Exchange',"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN'",松澤\u3000宏樹\u3000Koju Matsuzawa - +81(0)9085642901'
1411,"Wataru & Co., Ltd.",Nicaragua,Sajonia Estate Coffee S.A.,1,Sajonia Estate Coffee S.A.,017/411,SAJONIA ESTATE COFFEE S.A.,1000,Jinotega,Sajonia Estate Coffee S.A.,275,69 kg,2022 / 2023,"April 20th, 2023",Sarchimor,Washed / Wet,7.42,7.17,7.0,7.08,7.42,7.17,10.0,10.0,10.0,80.42,11.20%,0 full defects,0,Green,5 full defects,"April 19th, 2024'",Asociación de Cafés Especiales de Nicaragua',"Del Hotel Seminole 2 C al lago, 1 C arriba.'",Maria Ines Benavidez Toval - 011-(505)-8396 4717'
1412,Coffee Quality Union,Colombia,Finca Mallorca,CQU2023001,Finca Mallorca,,Coffee Quality Union,1600,"Caicedonia,Valle del Cauca",Finca Mallorca,3,10 kg,2022,"March 6th, 2023","Castillo,Caturra,Bourbon",Washed / Wet,7.25,7.25,7.17,7.33,7.0,7.17,10.0,10.0,10.0,80.42,11%,0 full defects,3,greenish,3 full defects,"March 5th, 2024'",Japan Coffee Exchange',"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN'",松澤\u3000宏樹\u3000Koju Matsuzawa - +81(0)9085642901'
1413,Roselia Yglesias,El Salvador,"Rosario de Maria II, Area de Menjivar",0523B01,"Optimum Coffee, San Salvador, El Salvador",,Aprentium Enterprises LLC,1300,"Volcan Chinchontepek, San Vicente, El Salvador",Roselia Yglesias,1,2 kg,2023,"March 8th, 2023",Pacas,Natural / Dry,7.08,7.25,7.08,7.42,7.42,7.08,10.0,10.0,10.0,80.33,11.50%,0 full defects,10,Bluish-Green,7 full defects,"March 7th, 2024'",Salvadoran Coffee Council',"Final 1a. Av. Norte y 13 Calle Pte., dentro de las instalaciones del MAG'",Tomas Bonilla - (503) 2505-6600'
1414,Kiichiro Iwata,Peru,Fundo La Libertad,PR137,Callao Plant,,Itochu Corporation,1600,"Chanchamayo, Lamerced",Sandro Crispin Espiritu,275,69 kg,2022 / 2023,"June 10th, 2022",Caturra,Washed / Wet,7.5,7.25,7.17,7.17,7.17,7.08,10.0,10.0,10.0,80.33,11.80%,0 full defects,6,greenish,11 full defects,"June 10th, 2023'",Japan Coffee Exchange',"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN'",松澤\u3000宏樹\u3000Koju Matsuzawa - +81(0)9085642901'
1415,Ikuto Uehara,Brazil,Various farm,002/1738/0029,Dry mill,002/1738/0029,marubeni,1200,Alta Mogiana-Ibiraci,COCAPIL,440,60 kg,2021 / 2022,"July 20th, 2022",Catuai and Mundo Novo,Natural / Dry,7.25,7.17,7.17,7.08,7.17,7.17,10.0,10.0,10.0,80.17,11.60%,0 full defects,1,greenish,2 full defects,"July 20th, 2023'",Japan Coffee Exchange',"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN'",松澤\u3000宏樹\u3000Koju Matsuzawa - +81(0)9085642901'
1416,Ipanema Coffees,Brazil,Fazenda Conquista,019/22,Dry Mill,,Ipanema Coffees,950,Sul de Minas,Ipanema Coffees,2240,60 kg,2022 / 2023,"February 2nd, 2023",Mundo Novo,Natural / Dry,7.17,7.17,6.92,7.17,7.42,7.17,10.0,10.0,10.0,80.08,11.40%,0 full defects,0,Green,4 full defects,"February 2nd, 2024'",Brazil Specialty Coffee Association',"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil'",Chris Allen - 55 35 3212-4705'
1417,"Exportadora Atlantic, S.A.",Nicaragua,Finca San Felipe,017-053-0155,Beneficio Atlantic Sébaco,017-053-0155,Exportadora Atlantic S.A,1200,Matagalpa,Exportadora Atlantic S.A.,300,30 kg,2022 / 2023,"March 3rd, 2023",SHG,Natural / Dry,7.33,7.08,6.75,7.17,7.42,7.17,10.0,10.0,10.0,80.0,10.40%,0 full defects,2,Green,12 full defects,"March 2nd, 2024'",Asociación de Cafés Especiales de Nicaragua',"Del Hotel Seminole 2 C al lago, 1 C arriba.'",Maria Ines Benavidez Toval - 011-(505)-8396 4717'
1418,Ikuto Uehara,Laos,-,105/3/VL7285-005,DRY MILL,105/3/VL7285-005,Marubeni Corporation,1300,Bolaven Plateau,"LAO MINH TIEN COFFEE SOLE CO.,LTD",343,60 kg,2021 / 2022,"November 11th, 2022",Catimor,Washed / Wet,7.25,7.17,7.08,7.0,7.08,7.08,10.0,10.0,10.0,79.67,11.60%,0 full defects,9,Green,11 full defects,"November 11th, 2023'",Japan Coffee Exchange',"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN'",松澤\u3000宏樹\u3000Koju Matsuzawa - +81(0)9085642901'
1419,Gilbert Maina,"Tanzania, United Republic Of",BURKA,CN 4127230032/P-9140,GOURMET COFFEE MILL,033/DE/163/001,DORMAN (T) LIMITED,1570-1600,Arusha,DORMAN (T) LIMITED,200,30 kg,2022 / 2023,"February 1st, 2023",Bourbon,Washed / Wet,8.17,8.0,7.92,7.92,8.17,7.75,10.0,10.0,10.0,85.83,10%,0 full defects,0,Greenish,0 full defects,"February 1st, 2024'",Kenya Coffee Traders Association',"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School'",Benson Kibicho Kamau - +254 786 821 621'
1420,Taiwan Coffee Laboratory 台灣咖啡研究室,Taiwan,Royal Bean Geisha Estate,"The 2022 Pacific Rim Coffee Summit,T037",Royal Bean Geisha Estate,,Taiwan Coffee Laboratory,1200,Chiayi,曾福森,1,80 kg,2021 / 2022,"November 15th, 2022",Gesha,Washed / Wet,8.5,8.5,7.92,8.0,7.92,8.25,10.0,10.0,10.0,87.58,10.50%,0 full defects,0,Blue-Green,0 full defects,"November 15th, 2023'",Taiwan Coffee Laboratory 台灣咖啡研究室',"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan'","Lin, Jen-An Neil 林仁安 - 886-289116612'"
1421,Carlos Pascual - 潘仕杰,Guatemala,Finca Vista Hermosa,"The 2022 Pacific Rim Coffee Summit,GT03",El Vergel,,Taiwan Coffee Laboratory,1900,"Guatemala, Fraijanes, Santa Rosa",Fredy Orantes,8,30 kg,2021 / 2022,"November 15th, 2022",Gesha,Natural / Dry,8.0,7.92,8.08,7.92,7.75,8.0,10.0,10.0,10.0,85.75,11.60%,0 full defects,0,yellowish,0 full defects,"November 15th, 2023'",Taiwan Coffee Laboratory 台灣咖啡研究室',"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan'","Lin, Jen-An Neil 林仁安 - 886-289116612'"
1422,Coffee Quality Union,Colombia,El Diamante,CQU2023005,El Diamante,,Coffee Quality Union,1350,Quindio,Farm Bedoya Arango,6,5 kg,2022,"April 7th, 2023",Castillo Paraguaycito,,8.08,8.0,7.83,8.17,7.75,7.83,10.0,10.0,10.0,85.67,11.30%,0 full defects,0,brownish,2 full defects,"April 6th, 2024'",Japan Coffee Exchange',"〒413-0002 静岡県熱海市伊豆山１１７３−５８ 1173-58 Izusan, Atami, Shizuoka, 413-0002 JAPAN'",松澤\u3000宏樹\u3000Koju Matsuzawa - +81(0)9085642901'
1423,Christian Charmette,Thailand,Hom Doi,1,Machines to peel outer skin of the cherry coffee and coffee is dried manually,,Lyrose,1500-1700,Chiang Mai,Lisu farmers,2,1 kg,2021 / 2022,"August 16th, 2022",Catimor,Pulped natural / honey,7.67,8.0,7.83,8.0,8.08,8.0,10.0,10.0,10.0,85.67,9.80%,0 full defects,0,Browish-Green,5 full defects,"August 16th, 2023'",FABB Academy of Coffee',"FABB ACADEMY OF COFFEE 259/313 SUKHUMVIT 71 RD., SOI PRIDI BANOMYONG 15, VHADANA BKK, 10110 THAILAND'",Janejira Kamonsawedkun - +(66) 095 095 9593'
1424,Yu Ting Yu 游婷淯,Taiwan,仲大叔咖啡莊園Uncle Chung.s Coffee Farm,2022/03,仲大叔咖啡莊園Uncle Chung.s Coffee Farm,,Taiwan Coffee Laboratory,850,卓溪鄉Zhuoxi Township,游婷淯 YU TING YU,1,20 kg,2022,"December 12th, 2022",Typica,Natural / Dry,8.08,8.0,7.92,7.92,8.0,7.83,10.0,10.0,10.0,85.67,10.40%,0 full defects,0,Green,0 full defects,"December 12th, 2023'",Taiwan Coffee Laboratory 台灣咖啡研究室',"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan'","Lin, Jen-An Neil 林仁安 - 886-289116612'"
1425,Taiwan Coffee Laboratory 台灣咖啡研究室,Taiwan,永舜咖啡莊園,"The 2022 Pacific Rim Coffee Summit, T003",永舜咖啡莊園,,Taiwan Coffee Laboratory,1250,Yunlin,蘇甘永,4,50 kg,2021 / 2022,"November 15th, 2022",SL34,Washed / Wet,7.83,8.0,7.92,8.0,8.0,7.92,10.0,10.0,10.0,85.58,10.60%,0 full defects,0,Bluish-Green,0 full defects,"November 15th, 2023'",Taiwan Coffee Laboratory 台灣咖啡研究室',"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan'","Lin, Jen-An Neil 林仁安 - 886-289116612'"
1426,"Fang, Cheng Lun 方政倫",Taiwan,鄒築園ZouZhouYuan,"The 2022 Pacific Rim Coffee Summit,T024",鄒築園ZouZhouYuan,,Taiwan Coffee Laboratory,1300,Chiayi,方政倫,1,100 kg,2021 / 2022,"November 15th, 2022",Gesha,Natural / Dry,7.92,7.92,8.0,7.92,7.83,7.92,10.0,10.0,10.0,85.5,9.10%,0 full defects,0,Green,2 full defects,"November 15th, 2023'",Taiwan Coffee Laboratory 台灣咖啡研究室',"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan'","Lin, Jen-An Neil 林仁安 - 886-289116612'"
1427,Andre Clark,Brazil,Fazenda Recreio,Arara 1,Dry mill,,"WIT wealth, investments & trust",1250,Região Vulcânica,Diogo T. Dias de Macedo,25,60 kg,2022,"January 6th, 2023",,Pulped natural / honey,7.83,8.08,7.83,7.92,8.0,7.83,10.0,10.0,10.0,85.5,11.30%,2 full defects,0,Green,3 full defects,"January 6th, 2024'",Brazil Specialty Coffee Association',"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil'",Chris Allen - 55 35 3212-4705'
1428,Taiwan Coffee Laboratory 台灣咖啡研究室,Taiwan,他扶芽有機農園,"The 2022 Pacific Rim Coffee Summit,T045",他扶芽有機農園,,Taiwan Coffee Laboratory,1060,Chiayi,陳清龍,1,85 kg,2021 / 2022,"November 15th, 2022",Gesha,Natural / Dry,8.0,8.0,8.0,7.92,7.75,7.92,10.0,10.0,10.0,85.5,10.20%,0 full defects,0,Blue-Green,0 full defects,"November 15th, 2023'",Taiwan Coffee Laboratory 台灣咖啡研究室',"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan'","Lin, Jen-An Neil 林仁安 - 886-289116612'"
1429,"Jhih Hao,GUO 郭志豪",Taiwan,嵩岳咖啡莊園,"The 2022 Pacific Rim Coffee Summit,T048",嵩岳咖啡莊園,,Taiwan Coffee Laboratory,1200,Yunlin,郭志豪,1,90 kg,2021 / 2022,"November 15th, 2022",Gesha,Natural / Dry,8.17,8.08,7.92,8.0,7.58,7.83,10.0,10.0,10.0,85.5,10.60%,0 full defects,0,Green,0 full defects,"November 15th, 2023'",Taiwan Coffee Laboratory 台灣咖啡研究室',"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan'","Lin, Jen-An Neil 林仁安 - 886-289116612'"
1430,Taiwan Coffee Laboratory 台灣咖啡研究室,United States (Hawaii),Hokukano Ranch,"The 2022 Pacific Rim Coffee Summit,US01",Kona Coffee & Tea,,Taiwan Coffee Laboratory,600,Kona,Kona Hills LLC,80,15 kg,2021 / 2022,"November 15th, 2022",Typica,Washed / Wet,8.0,7.92,8.0,7.83,7.67,8.0,10.0,10.0,10.0,85.42,9.30%,0 full defects,0,Green,0 full defects,"November 15th, 2023'",Taiwan Coffee Laboratory 台灣咖啡研究室',"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan'","Lin, Jen-An Neil 林仁安 - 886-289116612'"
1431,Taiwan Coffee Laboratory 台灣咖啡研究室,Laos,OKLAO coffee farms,"The 2022 Pacific Rim Coffee Summit,LA01",oklao coffee processing plant,,Taiwan Coffee Laboratory,1300,Laos Borofen Plateau,WU TAO CHI,19,25 kg,2021 / 2022,"November 15th, 2022",Java,Semi Washed,8.33,8.42,8.08,8.17,7.92,8.17,10.0,10.0,10.0,87.42,10.40%,0 full defects,0,yellowish,2 full defects,"November 15th, 2023'",Taiwan Coffee Laboratory 台灣咖啡研究室',"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan'","Lin, Jen-An Neil 林仁安 - 886-289116612'"
1432,Zhang Jin Yi 張進義,Taiwan,鄉庭有機農場Siang-Ting Organic Farm,2022/3/1(老叢),鄉庭有機農場Siang-Ting Organic Farm,,Taiwan Coffee Laboratory,150-250,壽豐鄉Shoufeng Township,張進義Zhang Jin-Yi,3,48 kg,2022,"December 12th, 2022",Typica,Washed / Wet,8.0,8.0,7.83,7.83,7.75,7.92,10.0,10.0,10.0,85.42,11.40%,0 full defects,0,Bluish-Green,0 full defects,"December 12th, 2023'",Taiwan Coffee Laboratory 台灣咖啡研究室',"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan'","Lin, Jen-An Neil 林仁安 - 886-289116612'"
1433,Taiwan Coffee Laboratory 台灣咖啡研究室,Taiwan,金讚咖啡農莊園(Jinzan Coffee Estate),2022臺南市精品咖啡評鑑批次,金讚咖啡農莊園(Jinzan Coffee Estate),,Taiwan Coffee Laboratory,668,"Dongshan Dist., Tainan City","葉明讚 (YE,MING-ZAN)",4,5 kg,2022,"June 8th, 2022",Gesha,Washed / Wet,8.08,8.17,7.67,7.83,7.67,7.92,10.0,10.0,10.0,85.33,11.30%,0 full defects,0,Green,0 full defects,"June 8th, 2023'",Taiwan Coffee Laboratory 台灣咖啡研究室',"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan'","Lin, Jen-An Neil 林仁安 - 886-289116612'"
1434,Zhang Jin Yi 張進義,Taiwan,鄉庭有機農場Siang-Ting Organic Farm,2022/02,鄉庭有機農場Siang-Ting Organic Farm,,Taiwan Coffee Laboratory,150-250,壽豐鄉Shoufeng Township,張進義Zhang Jin-Yi,3,50 kg,2022,"December 12th, 2022",Typica,Washed / Wet,7.92,8.0,7.83,7.92,7.83,7.83,10.0,10.0,10.0,85.33,10.80%,0 full defects,0,Green,0 full defects,"December 12th, 2023'",Taiwan Coffee Laboratory 台灣咖啡研究室',"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan'","Lin, Jen-An Neil 林仁安 - 886-289116612'"
1435,Tadessa Desta Amene,Ethiopia,Uraga Bisrat washing station,65,dry mill,ICO: 010/ 0218/0065,TADESSE DESTA IMPORT & EXPORT,2150 - 2350,Southern Ethiopia Guji,Bisrat Melaku,320,60 kg,2021 / 2022,"September 30th, 2022",Ethiopian Heirlooms,Natural / Dry,8.0,8.08,8.0,8.0,7.67,7.75,10.0,10.0,10.0,85.33,12.30%,0 full defects,3,Yellow Green,4 full defects,"September 30th, 2023'",METAD Agricultural Development plc',"BAWA Center, 3rd Floor (Gerji), Addis Ababa, Ethiopia'","Aman Adinew (Emebet Dinku) - +251-116-292534, +251-911-519196'"
1436,Tamiru Tadesse Tesema,Ethiopia,Eshetu farm,Washed Limmu,Lata Agri export,010/1081,Alo Coffee,1950,Oromia,Eshetu,320,60 kg,2021 / 2022,"June 6th, 2022",Ethiopian Heirlooms,Washed / Wet,7.67,7.83,7.83,8.0,8.0,8.0,10.0,10.0,10.0,85.33,9.90%,0 full defects,2,Green,3 full defects,"June 6th, 2023'",METAD Agricultural Development plc',"BAWA Center, 3rd Floor (Gerji), Addis Ababa, Ethiopia'","Aman Adinew (Emebet Dinku) - +251-116-292534, +251-911-519196'"
